"subject","contrast","sf","target_side","response","unique_id"
"S5",0.00247875217666636,1.49534878122122,"right","right","f61119df-dc07-49a9-8f30-a9b0c5b78273"
"S5",0.0057035489980074,4.47213595499958,"right","left","5124e48a-bf41-40ae-86ac-2c87900b1cbc"
"S5",0.367879441171442,13.3748060995284,"left","left","ed835d93-647a-428a-a983-ddca4acc70b4"
"S5",0.00247875217666636,13.3748060995284,"left","left","8620d811-9f78-4348-a083-581bb5f6e1f4"
"S5",0.159879746079694,1.49534878122122,"left","left","0b1b36b6-82c9-4f71-aa26-21a02a9c340c"
"S5",0.159879746079694,0.5,"left","left","8236030f-273f-4169-bbf4-6ea1ac4c68de"
"S5",0.0301973834223185,13.3748060995284,"left","left","0c8d8c14-a6c6-479c-bb45-ae9586ec4925"
"S5",0.367879441171442,40,"right","right","668f786c-3051-4015-afcf-4fee20d8959e"
"S5",0.0301973834223185,13.3748060995284,"right","left","970e53cf-b970-4c9f-83e0-6058cc3c9e29"
"S5",0.00247875217666636,4.47213595499958,"right","left","bd9cfd9b-afa5-47cf-9d8a-af39e0a8c707"
"S5",0.0057035489980074,13.3748060995284,"left","left","05a52cc7-2f0f-4e2c-bb16-c04fbc93b579"
"S5",0.367879441171442,4.47213595499958,"right","right","fa6ea20f-a8e4-413f-9761-cc11de91571d"
"S5",0.013123728736941,4.47213595499958,"right","right","4f8b364f-6466-4759-a9da-39b36fbda9e3"
"S5",0.0301973834223185,40,"left","left","aa3664a0-3cac-47aa-8846-29d4a2042053"
"S5",0.00247875217666636,4.47213595499958,"right","right","37f30b9c-4d82-4fe7-b17f-8751635d4c23"
"S5",0.0301973834223185,4.47213595499958,"left","left","7d7ecb33-3be5-4ea5-98c0-075af4ce623f"
"S5",0.0057035489980074,4.47213595499958,"left","left","2640a0f2-ddc2-4387-b8ff-deaca0bb561f"
"S5",0.00247875217666636,1.49534878122122,"right","left","e8a1978a-dfa2-409e-83f6-feabc53e0f23"
"S5",0.0057035489980074,40,"right","right","16bfd550-8e14-423e-a012-1c0744581217"
"S5",0.367879441171442,1.49534878122122,"left","left","93cebf5d-37c9-4c4e-a744-4ced63870fcc"
