"subject","contrast","sf","target_side","response","unique_id"
"S4",0.0694834512228015,40,"right","left","b702d39f-83e2-47b9-80b1-92c6d43b9ce0"
"S4",0.013123728736941,40,"left","left","434e2439-662a-46ee-8357-0b14aa327885"
"S4",0.0057035489980074,13.3748060995284,"right","right","7d40f04a-48c3-44b2-9339-511928678be2"
"S4",0.0057035489980074,1.49534878122122,"right","right","e870d14f-7bfb-40fa-9963-215ca44be7eb"
"S4",0.0057035489980074,0.5,"left","left","b7743bfb-66c0-4d4a-8563-ec86de7962e4"
"S4",0.159879746079694,40,"left","left","d6ee7e0b-d60d-404c-8ae7-5f24421fc28d"
"S4",0.0301973834223185,4.47213595499958,"right","right","6fe96a22-12e6-4972-8f7f-c028ce1f3feb"
"S4",0.367879441171442,0.5,"left","left","7d45c60e-90ca-4f80-b582-7cc881ccd8b3"
"S4",0.367879441171442,13.3748060995284,"right","right","0b825bea-f105-4932-a2af-76ca9953f268"
"S4",0.159879746079694,40,"left","left","9663a988-51c5-43b6-8e21-00a609188f1c"
"S4",0.00247875217666636,4.47213595499958,"right","left","4e2c42cc-fbcd-4d97-9d75-dd296d209b74"
"S4",0.0057035489980074,4.47213595499958,"left","right","9651367b-eafe-4c42-b20e-4b19132d30ca"
"S4",0.0694834512228015,0.5,"left","left","f6d3c7b8-6e5c-4a46-bfa6-4417d1f6ad73"
"S4",0.013123728736941,0.5,"right","right","012438ab-6716-4ddb-9865-35eb93ba061b"
"S4",0.0694834512228015,1.49534878122122,"left","left","3c6e9e4d-58f3-4927-8abd-e81fda9c04c6"
"S4",0.013123728736941,40,"right","right","fb3cf766-86c9-4694-a58e-01938e942516"
"S4",0.0057035489980074,4.47213595499958,"left","left","7711a18d-b472-4ce3-b54b-26fef7365c70"
"S4",0.0694834512228015,0.5,"left","left","a116479b-024b-4628-92bf-c496ea895427"
"S4",0.00247875217666636,13.3748060995284,"right","left","05ea36d0-825b-459d-bbf0-e611fbc7d09e"
"S4",0.0057035489980074,40,"left","left","3e762fbb-c542-428f-a61b-22bcadbdeb97"
"S4",0.0694834512228015,13.3748060995284,"left","left","b151005c-83c2-4615-92bc-653681878945"
"S4",0.00247875217666636,13.3748060995284,"left","right","55e20f8a-eb3a-4a4e-8d64-a68998784cd6"
"S4",0.0694834512228015,4.47213595499958,"left","left","0cc0f4d3-9534-47ae-9222-d88199f4f5cb"
"S4",0.00247875217666636,0.5,"right","right","dadb2a03-f324-44df-ba58-ddd3a42cb932"
"S4",0.159879746079694,40,"right","right","01ec8613-a8b6-4809-b42b-f7286e3f8e87"
