"subject","contrast","sf","target_side","response","unique_id"
"S2",0.0694834512228015,40,"left","right","13c0a0a3-ba81-45d4-91d1-fb85b50044ee"
"S2",0.0057035489980074,0.5,"left","left","1ba54d57-0e17-4ba0-9622-8bc17748835f"
"S2",0.013123728736941,40,"left","left","6b43b5f7-2930-4f04-b109-f73137611218"
"S2",0.0694834512228015,0.5,"right","right","639480bb-b140-42b4-ba30-a77e41094c6c"
"S2",0.0694834512228015,13.3748060995284,"right","right","0b0394fd-5dd2-41dc-9942-5872f38468ae"
"S2",0.367879441171442,40,"right","right","7846242a-2002-46b6-9c4d-3215bf6e2370"
"S2",0.159879746079694,4.47213595499958,"right","right","94f5ea08-7e06-4cee-9f4b-aaa71bc44850"
"S2",0.0057035489980074,40,"left","left","b6e2550e-ab31-4839-ad45-f0e58a8b796f"
"S2",0.00247875217666636,13.3748060995284,"left","right","3a19abf5-3cd8-454d-9d0e-b4e3fdaa7ec9"
"S2",0.159879746079694,4.47213595499958,"left","left","e72e34dc-9431-44e0-b0cb-3614dca7b580"
"S2",0.0301973834223185,1.49534878122122,"right","right","ef3670c4-dc61-4d15-8057-9cd2b674cbe5"
"S2",0.0694834512228015,1.49534878122122,"left","left","deae3996-d88c-4d3a-84fa-4095e63101b0"
"S2",0.0301973834223185,13.3748060995284,"right","left","5751fd6d-af19-4e22-99ea-63dc8554eaed"
"S2",0.00247875217666636,13.3748060995284,"right","left","67aeefaa-579c-4bee-93c8-88b67e38a41c"
"S2",0.0301973834223185,40,"right","left","8ffb552c-166f-402c-9dec-e706d65cb578"
"S2",0.013123728736941,40,"right","right","9e93731d-1098-4009-a1f8-37b1d1b4ea1b"
"S2",0.367879441171442,0.5,"left","left","b5d7fc55-e8a2-4ce0-80f4-184ae9d2a4c9"
"S2",0.013123728736941,0.5,"right","right","948575bd-c215-468b-9d52-38a74333b1ac"
"S2",0.159879746079694,1.49534878122122,"right","right","2e87d6df-e032-4fee-8129-e7c696d61635"
"S2",0.0694834512228015,13.3748060995284,"left","left","3b992303-0fef-47bc-ae90-fd3b81873ef7"
"S2",0.013123728736941,0.5,"left","right","7a3fc3ed-454b-4f72-8081-5a5d53d543c5"
"S2",0.0301973834223185,1.49534878122122,"right","right","a4d6b7d1-6fc5-4500-af45-417052fe6956"
"S2",0.0057035489980074,4.47213595499958,"left","right","560ac710-179a-423a-adc0-023b0108fa5f"
"S2",0.0694834512228015,0.5,"right","right","63bd69a8-0913-457b-aec2-5831a4528b23"
"S2",0.0057035489980074,40,"right","right","47fdea01-85a4-43fb-8922-4e612aa1a8c5"
"S2",0.0057035489980074,13.3748060995284,"right","left","61e3dcfb-4359-406b-9f7c-bafcab1c10ab"
"S2",0.00247875217666636,40,"left","left","6bed4dd1-c670-4c0b-9e3f-c385e5c1fbc5"
"S2",0.0301973834223185,0.5,"left","right","283c5a16-074e-45de-981d-60b0253c7874"
"S2",0.013123728736941,40,"right","right","7be7b7ed-28e2-4da0-a253-82ff7a0fa9c3"
"S2",0.0057035489980074,13.3748060995284,"left","right","fb7f9552-464b-4dae-9c30-c4dec9862ca2"
"S2",0.0694834512228015,4.47213595499958,"left","left","82a6ca73-668b-486e-a4a0-7b055dff9a9e"
"S2",0.0057035489980074,40,"left","right","9bd4560c-74c3-4990-bc67-6d879abcf95a"
"S2",0.00247875217666636,0.5,"left","right","4a6ce7ab-355d-4f5c-94aa-5d6bf5cc3e0d"
"S2",0.00247875217666636,40,"right","left","c3ee1d7b-d0a4-462c-bd80-3ad70ba6468f"
"S2",0.367879441171442,4.47213595499958,"right","right","0ea1b1c2-b786-494e-b294-012354df456d"
"S2",0.0301973834223185,0.5,"right","right","596ca2d2-e459-41e6-916b-32ed492c567d"
"S2",0.0057035489980074,4.47213595499958,"right","right","94b10838-bec4-49a0-be73-4b3965b07f93"
"S2",0.013123728736941,4.47213595499958,"right","right","7ecfbb32-bded-4e4a-9c39-34a4cf2076a2"
"S2",0.0694834512228015,13.3748060995284,"right","right","8ba1b70c-d397-4993-aa19-0a3d8f3dbc9d"
"S2",0.0694834512228015,40,"right","left","624a0e3f-5fa6-45f1-a9ca-008099b96ec3"
"S2",0.013123728736941,13.3748060995284,"left","right","bf8080b7-b4f8-4d41-9938-b5d2227e0935"
"S2",0.367879441171442,40,"right","right","c1a41e21-0d3b-4e19-8104-75bf870c2c36"
"S2",0.367879441171442,1.49534878122122,"left","left","0978eb01-4008-49b6-8e3e-d78b4dda9cf2"
"S2",0.0301973834223185,0.5,"left","left","bfb65ba9-37cf-4038-9599-b4f27b61edb3"
"S2",0.00247875217666636,40,"right","right","37392c0a-cb5b-482d-ae6b-c6c425d45b07"
"S2",0.0301973834223185,40,"right","left","c0cc07fa-1fc6-4a92-81b6-3d5ad63324b0"
"S2",0.159879746079694,4.47213595499958,"right","right","e1ebc8ec-b229-44ec-bff9-52f954152603"
"S2",0.0301973834223185,4.47213595499958,"left","left","0222a999-c801-4904-95fb-74f568b0cc15"
"S2",0.0057035489980074,13.3748060995284,"right","right","f7f4f0b9-1f79-4ac2-bfda-ceaacfd0f06f"
